"input_gene","RNA_assay","SCT_assay"
"Itpa","Itpa","Itpa"
"Slc4a11","Slc4a11","Slc4a11"
"Atrn","Atrn","Atrn"
"Gfra4","Gfra4","Gfra4"
"Adam33","Adam33","Adam33"
"Siglec1","Siglec1","Siglec1"
"Hspa12b","Hspa12b","Hspa12b"
"RGD1311739","Adissp","Adissp"
"Spef1","Spef1","Spef1"
"Cenpb","Cenpb","Cenpb"
"Cdc25b","Cdc25b","Cdc25b"
"Ap5s1","Ap5s1","Ap5s1"
"Mavs","Mavs","Mavs"
"Pank2","Pank2","Pank2"
"Mir103a2","Mir103-2",NA
"Rnf24","Rnf24","Rnf24"
"Smox","Smox","Smox"
"Adra1d","Adra1d","Adra1d"
"Prnp","Prnp","Prnp"
"Prnd","Prnd","Prnd"
"Rassf2","Rassf2","Rassf2"
"Slc23a2","Slc23a2","Slc23a2"
"Pcna","Pcna","Pcna"
"Cds2","Cds2","Cds2"
"Prokr2","Prokr2","Prokr2"
"Gpcpd1","Gpcpd1","Gpcpd1"
"Shld1","Shld1","Shld1"
"Chgb","Chgb","Chgb"
"Trmt6","Trmt6","Trmt6"
"Mcm8","Mcm8","Mcm8"
"Crls1","Crls1","Crls1"
"Lrrn4","Lrrn4","Lrrn4"
"Fermt1","Fermt1","Fermt1"
"Bmp2","Bmp2","Bmp2"
"Tmx4","Tmx4","Tmx4"
"Plcb1","Plcb1","Plcb1"
"Plcb4","Plcb4","Plcb4"
"Lamp5","Lamp5","Lamp5"
"Pak5","Pak5","Pak5"
"Ankef1","Ankef1","Ankef1"
"Snap25","Snap25","Snap25"
"Mkks","Mkks","Mkks"
"Slx4ip","Slx4ip","Slx4ip"
"Jag1","Jag1","Jag1"
"Btbd3","Btbd3","Btbd3"
"Ism1","Ism1","Ism1"
"Tasp1","Tasp1","Tasp1"
"Esf1","Esf1","Esf1"
"Ndufaf5","Ndufaf5","Ndufaf5"
"Macrod2","Macrod2","Macrod2"
"Flrt3","Flrt3","Flrt3"
"Kif16b","Kif16b","Kif16b"
"Snrpb2","Snrpb2","Snrpb2"
"Otor","Otor","Otor"
"Pcsk2","Pcsk2","Pcsk2"
"Bfsp1","Bfsp1","Bfsp1"
"Dstn","Dstn","Dstn"
"Rrbp1","Rrbp1","Rrbp1"
"Banf2","Banf2",NA
"Snx5","Snx5","Snx5"
"Mgme1","Mgme1","Mgme1"
"Ovol2","Ovol2","Ovol2"
"Kat14","Kat14","Kat14"
"Dzank1","Dzank1","Dzank1"
"Polr3f","Polr3f","Polr3f"
"Rbbp9","Rbbp9","Rbbp9"
"Sec23b","Sec23b","Sec23b"
"Smim26","Smim26","Smim26"
"Dtd1","Dtd1","Dtd1"
"Scp2d1","Scp2d1","Scp2d1"
"Slc24a3","Slc24a3","Slc24a3"
"Rin2","Rin2","Rin2"
"Naa20","Naa20","Naa20"
"Crnkl1","Crnkl1","Crnkl1"
"Cfap61","Cfap61","Cfap61"
"Insm1","Insm1","Insm1"
"Ralgapa2","Ralgapa2","Ralgapa2"
"Kiz","Kiz","Kiz"
"Xrn2","Xrn2","Xrn2"
"Nkx2-4","Nkx2-4",NA
"Nkx2-2","Nkx2-2","Nkx2-2"
"Pax1","Pax1","Pax1"
"Sstr4","Sstr4","Sstr4"
"Thbd","Thbd","Thbd"
"Cd93","Cd93","Cd93"
"Nxt1","Nxt1","Nxt1"
"Gzf1","Gzf1","Gzf1"
"Napb","Napb","Napb"
"LOC689081","Cstdc2","Cstdc2"
"Syndig1","Syndig1","Syndig1"
"LOC102555217","Zfp1001","Zfp1001"
"RGD1565143","1810024B03Rik",NA
"Cst7","Cst7","Cst7"
"Apmap","Apmap","Apmap"
"Acss1","Acss1","Acss1"
"Vsx1","Vsx1","Vsx1"
"Entpd6","Entpd6","Entpd6"
"Pygb","Pygb","Pygb"
"Abhd12","Abhd12","Abhd12"
"Gins1","Gins1","Gins1"
"Ninl","Ninl","Ninl"
"Nanp","Nanp","Nanp"
"Nsfl1c","Nsfl1c","Nsfl1c"
"Fkbp1a","Fkbp1a","Fkbp1a"
"Sdcbp2","Sdcbp2","Sdcbp2"
"Snph","Snph","Snph"
"Rad21l1","Rad21l","Rad21l"
"Tmem74b","Tmem74b","Tmem74b"
"Psmf1","Psmf1","Psmf1"
"Rspo4","Rspo4","Rspo4"
"Angpt4","Angpt4","Angpt4"
"Fam110a","Fam110a","Fam110a"
"Slc52a3","Slc52a3","Slc52a3"
"Scrt2","Scrt2","Scrt2"
"Srxn1","Srxn1","Srxn1"
"Tcf15","Tcf15","Tcf15"
"Csnk2a1","Csnk2a1","Csnk2a1"
"Tbc1d20","Tbc1d20","Tbc1d20"
"Rbck1","Rbck1","Rbck1"
"Nrsn2","Nrsn2","Nrsn2"
"Sox12","Sox12","Sox12"
"Zcchc3","Zcchc3","Zcchc3"
"LOC502684","6820408C15Rik","6820408C15Rik"
"Defb29","Defb29","Defb29"
"Defb27","Defb45","Defb45"
"Defb36","Defb36","Defb36"
"Defb25","Defb25","Defb25"
"Rem1","Rem1","Rem1"
"Hm13","H13","H13"
"Id1","Id1","Id1"
"Cox4i2","Cox4i2","Cox4i2"
"Tpx2","Tpx2","Tpx2"
"Mylk2","Mylk2","Mylk2"
"Foxs1","Foxs1","Foxs1"
"Dusp15","Dusp15","Dusp15"
"Ttll9","Ttll9","Ttll9"
"Xkr7","Xkr7","Xkr7"
"Ccm2l","Ccm2l","Ccm2l"
"Hck","Hck","Hck"
"Tm9sf4","Tm9sf4","Tm9sf4"
"Tspy26","Tspyl3","Tspyl3"
"Plagl2","Plagl2","Plagl2"
"Pofut1","Pofut1","Pofut1"
"Kif3b","Kif3b","Kif3b"
"Asxl1","Asxl1","Asxl1"
"Nol4l","Nol4l","Nol4l"
"Commd7","Commd7","Commd7"
"Dnmt3b","Dnmt3b","Dnmt3b"
"Mapre1","Mapre1","Mapre1"
"Sun5","Sun5","Sun5"
"Bpifa6","Bpifa6",NA
"Bpifa1","Bpifa1","Bpifa1"
"Bpifa5","Bpifa5","Bpifa5"
"Bpifb1","Bpifb1","Bpifb1"
"Bpifb5","Bpifb5","Bpifb5"
"Snta1","Snta1","Snta1"
"Cbfa2t2","Cbfa2t2","Cbfa2t2"
"RGD1561517","1700003F12Rik","1700003F12Rik"
"Actl10","Actl10","Actl10"
"Pxmp4","Pxmp4","Pxmp4"
"Zfp341","Zfp341","Zfp341"
"Raly","Raly","Raly"
"Eif2s2","Eif2s2","Eif2s2"
"Asip","a","a"
"Itch","Itch","Itch"
"Dynlrb1","Dynlrb1","Dynlrb1"
"Map1lc3a","Map1lc3a","Map1lc3a"
"Pigu","Pigu","Pigu"
"Tp53inp2","Trp53inp2","Trp53inp2"
"Ncoa6","Ncoa6","Ncoa6"
"Ggt7","Ggt7","Ggt7"
"Acss2","Acss2","Acss2"
"Gss","Gss","Gss"
"Myh7b","Myh7b","Myh7b"
"Trpc4ap","Trpc4ap","Trpc4ap"
"Edem2","Edem2","Edem2"
"Procr","Procr","Procr"
"Mmp24","Mmp24","Mmp24"
"Eif6","Eif6","Eif6"
"Fam83c","Fam83c",NA
"Uqcc1","Uqcc1","Uqcc1"
"Gdf5","Gdf5","Gdf5"
"Cep250","Cep250","Cep250"
"LOC102550306","6430550D23Rik","6430550D23Rik"
"Ergic3","Ergic3","Ergic3"
"Fer1l4","Fer1l4",NA
"Spag4","Spag4","Spag4"
"Nfs1","Nfs1","Nfs1"
"Romo1","Romo1","Romo1"
"Rbm39","Rbm39","Rbm39"
"Phf20","Phf20","Phf20"
"Scand1","Scand1","Scand1"
"Cnbd2","Cnbd2","Cnbd2"
"Epb41l1","Epb41l1","Epb41l1"
"Aar2","Aar2","Aar2"
"Dlgap4","Dlgap4","Dlgap4"
"Myl9","Myl9","Myl9"
"Tgif2","Tgif2","Tgif2"
"Rab5if","Rab5if","Rab5if"
"Sla2","Sla2","Sla2"
"Dsn1","Dsn1","Dsn1"
"Soga1","Soga1","Soga1"
"Tldc2","Tldc2","Tldc2"
"Samhd1","Samhd1","Samhd1"
"Rbl1","Rbl1","Rbl1"
"Mroh8","Mroh8","Mroh8"
"Rpn2","Rpn2","Rpn2"
"Ghrh","Ghrh","Ghrh"
"Manbal","Manbal","Manbal"
"Src","Src","Src"
"Blcap","Blcap","Blcap"
"Nnat","Nnat","Nnat"
"Ctnnbl1","Ctnnbl1","Ctnnbl1"
"Vstm2l","Vstm2l","Vstm2l"
"Tti1","Tti1","Tti1"
"Rprd1b","Rprd1b","Rprd1b"
"Tgm2","Tgm2","Tgm2"
"Lbp","Lbp","Lbp"
"Ralgapb","Ralgapb","Ralgapb"
"Arhgap40","Arhgap40","Arhgap40"
"Slc32a1","Slc32a1","Slc32a1"
"Actr5","Actr5","Actr5"
"Ppp1r16b","Ppp1r16b","Ppp1r16b"
"Fam83d","Fam83d","Fam83d"
"Dhx35","Dhx35","Dhx35"
"Mafb","Mafb","Mafb"
"Top1","Top1","Top1"
"Plcg1","Plcg1","Plcg1"
"Zhx3","Zhx3","Zhx3"
"Lpin3","Lpin3","Lpin3"
"Emilin3","Emilin3","Emilin3"
"Chd6","Chd6","Chd6"
"Ptprt","Ptprt","Ptprt"
"Srsf6","Srsf6","Srsf6"
"L3mbtl1","L3mbtl1","L3mbtl1"
"Sgk2","Sgk2","Sgk2"
"Ift52","Ift52","Ift52"
"Mybl2","Mybl2","Mybl2"
"Tox2","Tox2","Tox2"
"Jph2","Jph2","Jph2"
"Oser1","Oser1","Oser1"
"Gdap1l1","Gdap1l1","Gdap1l1"
"Fitm2","Fitm2","Fitm2"
"R3hdml","R3hdml","R3hdml"
"Hnf4a","Hnf4a","Hnf4a"
"Ttpal","Ttpal","Ttpal"
"Serinc3","Serinc3","Serinc3"
"Pkig","Pkig","Pkig"
"Ada","Ada","Ada"
"Ccn5","Ccn5","Ccn5"
"Kcnk15","Kcnk15","Kcnk15"
"Rims4","Rims4","Rims4"
"Ywhab","Ywhab","Ywhab"
"Tomm34","Tomm34","Tomm34"
"Stk4","Stk4","Stk4"
"Kcns1","Kcns1","Kcns1"
"Wfdc12","Wfdc12",NA
"Wfdc15b","Wfdc15b","Wfdc15b"
"Semg1","Semg1",NA
"Svs4","Svs4",NA
"Svs6","Svs6",NA
"Svs5","Svs5",NA
"Matn4","Matn4","Matn4"
"Rbpjl","Rbpjl","Rbpjl"
"Sdc4","Sdc4","Sdc4"
"Tp53tg5","Trp53tg5",NA
"Pigt","Pigt","Pigt"
"Wfdc2","Wfdc2","Wfdc2"
"Spint3","Spint3","Spint3"
"Wfdc6a","Wfdc6a","Wfdc6a"
"Eppin","Eppin","Eppin"
"Wfdc6b","Wfdc6b",NA
"Wfdc10a","Wfdc10","Wfdc10"
"Wfdc3","Wfdc3","Wfdc3"
"Dnttip1","Dnttip1","Dnttip1"
"Ube2c","Ube2c","Ube2c"
"Tnnc2","Tnnc2","Tnnc2"
"Snx21","Snx21","Snx21"
"Acot8","Acot8","Acot8"
"Zswim3","Zswim3","Zswim3"
"Zswim1","Zswim1","Zswim1"
"Spata25","Spata25","Spata25"
"Neurl2","Neurl2","Neurl2"
"Ctsa","Ctsa","Ctsa"
"Pltp","Pltp","Pltp"
"Pcif1","Pcif1","Pcif1"
"Zfp335","Zfp335","Zfp335"
"Mmp9","Mmp9","Mmp9"
"Slc12a5","Slc12a5","Slc12a5"
"Ncoa5","Ncoa5","Ncoa5"
"Cd40","Cd40","Cd40"
"Cdh22","Cdh22","Cdh22"
"Slc35c2","Slc35c2","Slc35c2"
"Elmo2","Elmo2","Elmo2"
"Zfp663","Zfp663","Zfp663"
"Zfp334","Zfp334","Zfp334"
"Ocstamp","Ocstamp","Ocstamp"
"Slc13a3","Slc13a3","Slc13a3"
"Slc2a10","Slc2a10","Slc2a10"
"Eya2","Eya2","Eya2"
"Zmynd8","Zmynd8","Zmynd8"
"Ncoa3","Ncoa3","Ncoa3"
"Sulf2","Sulf2","Sulf2"
"Prex1","Prex1","Prex1"
"Arfgef2","Arfgef2","Arfgef2"
"Cse1l","Cse1l","Cse1l"
"Stau1","Stau1","Stau1"
"Ddx27","Ddx27","Ddx27"
"Znfx1","Znfx1","Znfx1"
"Kcnb1","Kcnb1","Kcnb1"
"Ptgis","Ptgis","Ptgis"
"B4galt5","B4galt5","B4galt5"
"Slc9a8","Slc9a8","Slc9a8"
"Spata2","Spata2","Spata2"
"Rnf114","Rnf114","Rnf114"
"Snai1","Snai1","Snai1"
"Peds1","Peds1","Peds1"
"Cebpb","Cebpb","Cebpb"
"Ptpn1","Ptpn1","Ptpn1"
"Ripor3","Ripor3","Ripor3"
"Pard6b","Pard6b","Pard6b"
"Adnp","Adnp","Adnp"
"Dpm1","Dpm1","Dpm1"
"Mocs3","Mocs3","Mocs3"
"Kcng1","Kcng1","Kcng1"
"Nfatc2","Nfatc2","Nfatc2"
"Atp9a","Atp9a","Atp9a"
"Tshz2","Tshz2","Tshz2"
"Zfp217","Zfp217","Zfp217"
"Bcas1","Bcas1","Bcas1"
"Pfdn4","Pfdn4","Pfdn4"
"Dok5","Dok5","Dok5"
"Cbln4","Cbln4","Cbln4"
"Mc3r","Mc3r",NA
"Fam210b","Fam210b","Fam210b"
"Aurka","Aurka","Aurka"
"Cstf1","Cstf1","Cstf1"
"Cass4","Cass4","Cass4"
"Rtfdc1","Rtf2","Rtf2"
"Gcnt7","Gcnt7",NA
"Tfap2c","Tfap2c","Tfap2c"
"Bmp7","Bmp7","Bmp7"
"Spo11","Spo11",NA
"Rae1","Rae1","Rae1"
"Rbm38","Rbm38","Rbm38"
"Zbp1","Zbp1","Zbp1"
"Pmepa1","Pmepa1","Pmepa1"
"Rab22a","Rab22a","Rab22a"
"Vapb","Vapb","Vapb"
"Stx16","Stx16","Stx16"
"Npepl1","Npepl1","Npepl1"
"Gnas","Gnas","Gnas"
"Nelfcd","Nelfcd","Nelfcd"
"Ctsz","Ctsz","Ctsz"
"Tubb1","Tubb1","Tubb1"
"Prelid3b","Prelid3b","Prelid3b"
"Zfp831","Zfp831","Zfp831"
"Edn3","Edn3","Edn3"
"LOC102554479","Zfp930","Zfp930"
"Phactr3","Phactr3","Phactr3"
"Sycp2","Sycp2","Sycp2"
"Ppp1r3d","Ppp1r3d","Ppp1r3d"
"Fam217b","Fam217b","Fam217b"
"Cdh26","Cdh26","Cdh26"
"Cdh4","Cdh4","Cdh4"
"Taf4","Taf4","Taf4"
"Lsm14b","Lsm14b","Lsm14b"
"Psma7","Psma7","Psma7"
"Ss18l1","Ss18l1","Ss18l1"
"Mtg2","Mtg2","Mtg2"
"Hrh3","Hrh3","Hrh3"
"Osbpl2","Osbpl2","Osbpl2"
"Lama5","Lama5","Lama5"
"Cables2","Cables2","Cables2"
"Rbbp8nl","Rbbp8nl",NA
"Slco4a1","Slco4a1","Slco4a1"
"Ntsr1","Ntsr1","Ntsr1"
"Mrgbp","Mrgbp","Mrgbp"
"Ogfr","Ogfr","Ogfr"
"Col9a3","Col9a3","Col9a3"
"Tcfl5","Tcfl5","Tcfl5"
"Dido1","Dido1","Dido1"
"Gid8","Gid8","Gid8"
"Slc17a9","Slc17a9","Slc17a9"
"Bhlhe23","Bhlhe23","Bhlhe23"
"Ythdf1","Ythdf1","Ythdf1"
"Birc7","Birc7","Birc7"
"Nkain4","Nkain4","Nkain4"
"Arfgap1","Arfgap1","Arfgap1"
"Chrna4","Chrna4","Chrna4"
"Ppdpf","Ppdpf","Ppdpf"
"Srms","Srms","Srms"
"Fndc11","Fndc11","Fndc11"
"Helz2","Helz2","Helz2"
"Gmeb2","Gmeb2","Gmeb2"
"Stmn3","Stmn3","Stmn3"
"Rtel1","Rtel1","Rtel1"
"Arfrp1","Arfrp1","Arfrp1"
"Zgpat","Zgpat","Zgpat"
"Lime1","Lime1","Lime1"
"Zbtb46","Zbtb46","Zbtb46"
"Dnajc5","Dnajc5","Dnajc5"
"Uckl1","Uckl1","Uckl1"
"Zfp512b","Zfp512b","Zfp512b"
"Samd10","Samd10","Samd10"
"Sox18","Sox18","Sox18"
"Tcea2","Tcea2","Tcea2"
"Rgs19","Rgs19","Rgs19"
"Lkaaear1","Lkaaear1","Lkaaear1"
"Oprl1","Oprl1","Oprl1"
"Myt1","Myt1","Myt1"
"Pcmtd2","Pcmtd2","Pcmtd2"
"Polr3k","Polr3k","Polr3k"
"Il6","Il6","Il6"
"Dnajb6","Dnajb6","Dnajb6"
"Ube3c","Ube3c","Ube3c"
"Nom1","Nom1","Nom1"
"Lmbr1","Lmbr1","Lmbr1"
"Rnf32","Rnf32","Rnf32"
"Shh","Shh","Shh"
"Rbm33","Rbm33","Rbm33"
"Cnpy1","Cnpy1","Cnpy1"
"En2","En2","En2"
"Htr5a","Htr5a","Htr5a"
"Paxip1","Paxip1","Paxip1"
"Dpp6","Dpp6","Dpp6"
"Actr3b","Actr3b","Actr3b"
"Xrcc2","Xrcc2","Xrcc2"
"Kmt2c","Kmt2c","Kmt2c"
"Galnt11","Galnt11","Galnt11"
"Galntl5","Galntl5","Galntl5"
"Prkag2","Prkag2","Prkag2"
"Rheb","Rheb","Rheb"
"Crygn","Crygn","Crygn"
"Wdr86","Wdr86","Wdr86"
"Nub1","Nub1","Nub1"
"Smarcd3","Smarcd3","Smarcd3"
"Chpf2","Chpf2","Chpf2"
"Abcf2","Abcf2","Abcf2"
"Gbx1","Gbx1",NA
"Agap3","Agap3","Agap3"
"Tmub1","Tmub1","Tmub1"
"Fastk","Fastk","Fastk"
"Slc4a2","Slc4a2","Slc4a2"
"Cdk5","Cdk5","Cdk5"
"Asic3","Asic3","Asic3"
"Abcb8","Abcb8","Abcb8"
"Atg9b","Atg9b","Atg9b"
"Nos3","Nos3","Nos3"
"Kcnh2","Kcnh2","Kcnh2"
"Nupl2","Nupl2","Nupl2"
"Klhl7","Klhl7","Klhl7"
"Tomm7","Tomm7","Tomm7"
"Rint1","Rint1","Rint1"
"Pus7","Pus7","Pus7"
"Srpk2","Srpk2","Srpk2"
"Kmt2e","Kmt2e","Kmt2e"
"LOC103692025","Lhfpl3","Lhfpl3"
"Orc5","Orc5","Orc5"
"Reln","Reln","Reln"
"Psmc2","Psmc2","Psmc2"
"Dnajc2","Dnajc2","Dnajc2"
"Pmpcb","Pmpcb","Pmpcb"
"Napepld","Napepld","Napepld"
"Armc10","Armc10","Armc10"
"Fbxl13","Fbxl13","Fbxl13"
"Lrrc17","Lrrc17","Lrrc17"
"Fam185a","Fam185a","Fam185a"
"Ccdc146","Ccdc146","Ccdc146"
"Fgl2","Fgl2","Fgl2"
"Gsap","Gsap","Gsap"
"Ptpn12","Ptpn12","Ptpn12"
"Rsbn1l","Rsbn1l","Rsbn1l"
"Tmem60","Tmem60","Tmem60"
"Phtf2","Phtf2","Phtf2"
"Magi2","Magi2","Magi2"
"Gnai1","Gnai1","Gnai1"
"Sema3c","Sema3c","Sema3c"
"Hgf","Hgf","Hgf"
"Cacna2d1","Cacna2d1","Cacna2d1"
"Pclo","Pclo","Pclo"
"Sema3e","Sema3e","Sema3e"
"Sema3a","Sema3a","Sema3a"
"Sema3d","Sema3d","Sema3d"
"Grm3","Grm3","Grm3"
"Elapor2","Elapor2","Elapor2"
"Dmtf1","Dmtf1","Dmtf1"
"Tmem243","Tmem243","Tmem243"
"Crot","Crot","Crot"
"Rundc3b","Rundc3b","Rundc3b"
"Slc25a40","Slc25a40","Slc25a40"
"Dbf4","Dbf4","Dbf4"
"Adam22","Adam22","Adam22"
"Sri","Sri","Sri"
"Steap4","Steap4","Steap4"
"Zfp804b","Zfp804b","Zfp804b"
"Steap1","Steap1","Steap1"
"Steap2","Steap2","Steap2"
"Cfap69","Cfap69","Cfap69"
"Fam237b","Fam237b","Fam237b"
"Gtpbp10","Gtpbp10","Gtpbp10"
"Cldn12","Cldn12","Cldn12"
"Cdk14","Cdk14","Cdk14"
"Fzd1","Fzd1","Fzd1"
"Cyp51","Cyp51","Cyp51"
"Akap9","Akap9","Akap9"
"Lrrd1","Lrrd1","Lrrd1"
"Krit1","Krit1","Krit1"
"Ankib1","Ankib1","Ankib1"
"Tmbim7","Tmbim7","Tmbim7"
"Gatad1","Gatad1","Gatad1"
"Pex1","Pex1","Pex1"
"Rbm48","Rbm48","Rbm48"
"LOC500007","1700109H08Rik","1700109H08Rik"
"Fam133b","Fam133b","Fam133b"
"Cdk6","Cdk6","Cdk6"
"LOC120102230","Samd9l","Samd9l"
"Vps50","Vps50","Vps50"
"Calcr","Calcr","Calcr"
"Tfpi2","Tfpi2","Tfpi2"
"Gngt1","Gngt1","Gngt1"
"Gng11","Gng11","Gng11"
"Bet1","Bet1","Bet1"
"Col1a2","Col1a2","Col1a2"
"Casd1","Casd1","Casd1"
"Sgce","Sgce","Sgce"
"Peg10","Peg10","Peg10"
"Ppp1r9a","Ppp1r9a","Ppp1r9a"
"Pon1","Pon1","Pon1"
"Pon3","Pon3","Pon3"
"Pon2","Pon2","Pon2"
"Pdk4","Pdk4","Pdk4"
"Dync1i1","Dync1i1","Dync1i1"
"Slc25a13","Slc25a13","Slc25a13"
"Sem1","Sem1","Sem1"
"Dlx6","Dlx6","Dlx6"
"Dlx5","Dlx5","Dlx5"
"Sdhaf3","Sdhaf3","Sdhaf3"
"Asns","Asns","Asns"
"C1galt1","C1galt1","C1galt1"
"Col28a1","Col28a1","Col28a1"
"Mios","Mios","Mios"
"Glcci1","Glcci1","Glcci1"
"Ica1","Ica1","Ica1"
"Nxph1","Nxph1","Nxph1"
"LOC680964","Hmgn1",NA
"Ndufa4","Ndufa4","Ndufa4"
"Phf14","Phf14","Phf14"
"Thsd7a","Thsd7a","Thsd7a"
"Tmem106b","Tmem106b","Tmem106b"
"Tmem168","Tmem168","Tmem168"
"Bmt2","Bmt2","Bmt2"
"Gpr85","Gpr85","Gpr85"
"Ppp1r3a","Ppp1r3a","Ppp1r3a"
"Foxp2","Foxp2","Foxp2"
"Mdfic","Mdfic","Mdfic"
"Tfec","Tfec","Tfec"
"Tes","Tes","Tes"
"Cav2","Cav2","Cav2"
"Cav1","Cav1","Cav1"
"Met","Met","Met"
"Capza2","Capza2","Capza2"
"ST7","St7","St7"
"Wnt2","Wnt2","Wnt2"
"Cftr","Cftr","Cftr"
"Cttnbp2","Cttnbp2","Cttnbp2"
"Lsm8","Lsm8","Lsm8"
"Kcnd2","Kcnd2","Kcnd2"
"Tspan12","Tspan12","Tspan12"
"Ing3","Ing3","Ing3"
"Cped1","Cped1","Cped1"
"Wnt16","Wnt16","Wnt16"
"Fam3c","Fam3c","Fam3c"
"Ptprz1","Ptprz1","Ptprz1"
"Aass","Aass","Aass"
"Fezf1","Fezf1",NA
"Cadps2","Cadps2","Cadps2"
"Slc13a1","Slc13a1",NA
"Iqub","Iqub","Iqub"
"Ndufa5","Ndufa5","Ndufa5"
"Asb15","Asb15","Asb15"
"Lmod2","Lmod2","Lmod2"
"Wasl","Wasl","Wasl"
"Tmem229a","Tmem229a","Tmem229a"
"Gpr37","Gpr37","Gpr37"
"Pot1","Pot1a","Pot1a"
"Grm8","Grm8","Grm8"
"Zfp800","Zfp800","Zfp800"
"Gcc1","Gcc1","Gcc1"
"Fscn3","Fscn3","Fscn3"
"Pax4","Pax4","Pax4"
"Snd1","Snd1","Snd1"
"Lrrc4","Lrrc4","Lrrc4"
"Rbm28","Rbm28","Rbm28"
"Prrt4","Prrt4","Prrt4"
"Impdh1","Impdh1","Impdh1"
"Calu","Calu","Calu"
"Opn1sw","Opn1sw",NA
"Ccdc136","Ccdc136","Ccdc136"
"Flnc","Flnc","Flnc"
"Atp6v1fnb","Atp6v1fnb","Atp6v1fnb"
"Kcp","Kcp","Kcp"
"Irf5","Irf5","Irf5"
"Tnpo3","Tnpo3","Tnpo3"
"Tspan33","Tspan33","Tspan33"
"Smo","Smo","Smo"
"Ahcyl2","Ahcyl2","Ahcyl2"
"Strip2","Strip2","Strip2"
"Nrf1","Nrf1","Nrf1"
"Ube2h","Ube2h","Ube2h"
"Zc3hc1","Zc3hc1","Zc3hc1"
"Klhdc10","Klhdc10","Klhdc10"
"Tmem209","Tmem209","Tmem209"
"Ssmem1","Ssmem1","Ssmem1"
"Cpa2","Cpa2","Cpa2"
"Cpa4","Cpa4","Cpa4"
"Cpa5","Cpa5","Cpa5"
"Cpa1","Cpa1",NA
"Cep41","Cep41","Cep41"
"Mest","Mest","Mest"
"Copg2","Copg2","Copg2"
"Klf14","Klf14","Klf14"
"Mkln1","Mkln1","Mkln1"
"Podxl","Podxl","Podxl"
"Plxna4","Plxna4","Plxna4"
"Chchd3","Chchd3","Chchd3"
"Exoc4","Exoc4","Exoc4"
"Lrguk","Lrguk","Lrguk"
"Slc35b4","Slc35b4","Slc35b4"
"Akr1b7","Akr1b7","Akr1b7"
"Bpgm","Bpgm","Bpgm"
"Cald1","Cald1","Cald1"
"Agbl3","Agbl3","Agbl3"
"Tmem140","Tmem140","Tmem140"
"Cyren","Cyren","Cyren"
"Wdr91","Wdr91","Wdr91"
"Stra8","Stra8","Stra8"
"RGD1565367","Slc23a4","Slc23a4"
"Cnot4","Cnot4","Cnot4"
"Nup205","Nup205","Nup205"
"Slc13a4","Slc13a4","Slc13a4"
"Fam180a","Fam180a","Fam180a"
"Mtpn","Mtpn","Mtpn"
"Chrm2","Chrm2","Chrm2"
"Ptn","Ptn","Ptn"
"Dgki","Dgki","Dgki"
"Creb3l2","Creb3l2","Creb3l2"
"Trim24","Trim24","Trim24"
"Svopl","Svopl","Svopl"
"Atp6v0a4","Atp6v0a4","Atp6v0a4"
"RGD1306271","D630045J12Rik","D630045J12Rik"
"Zc3hav1l","Zc3hav1l","Zc3hav1l"
"Zc3hav1","Zc3hav1","Zc3hav1"
"Ttc26","Ift56","Ift56"
"Ubn2","Ubn2","Ubn2"
"Fmc1","Fmc1","Fmc1"
"Luc7l2","Luc7l2","Luc7l2"
"Klrg2","Klrg2","Klrg2"
"Clec2l","Clec2l","Clec2l"
"Tbxas1","Tbxas1","Tbxas1"
"Parp12","Parp12","Parp12"
"Kdm7a","Kdm7a","Kdm7a"
"Slc37a3","Slc37a3","Slc37a3"
"Rab19","Rab19","Rab19"
"Mkrn1","Mkrn1","Mkrn1"
"Dennd2a","Dennd2a","Dennd2a"
"Braf","Braf","Braf"
"Mrps33","Mrps33","Mrps33"
"Tmem178b","Tmem178b","Tmem178b"
"Agk","Agk","Agk"
"Dennd11","Dennd11","Dennd11"
"Wee2","Wee2",NA
"Ssbp1","Ssbp1","Ssbp1"
"Tas2r137","Tas2r137","Tas2r137"
"Clec5a","Clec5a","Clec5a"
"Ephb6","Ephb6","Ephb6"
"Trpv6","Trpv6","Trpv6"
"Llcfc1","Llcfc1",NA
"Kel","Kel","Kel"
"Gstk1","Gstk1","Gstk1"
"Casp2","Casp2","Casp2"
"Clcn1","Clcn1","Clcn1"
"Fam131b","Fam131b","Fam131b"
"Zyx","Zyx","Zyx"
"Epha1","Epha1","Epha1"
"Tcaf1","Tcaf1","Tcaf1"
"Arhgef5","Arhgef5","Arhgef5"
"Tpk1","Tpk1","Tpk1"
"Cntnap2","Cntnap2","Cntnap2"
"Cul1","Cul1","Cul1"
"Ezh2","Ezh2","Ezh2"
"Pdia4","Pdia4","Pdia4"
"Zfp786","Zfp786","Zfp786"
"Zfp398","Zfp398","Zfp398"
"Zfp282","Zfp282","Zfp282"
"Zfp212","Zfp212","Zfp212"
"Zfp956","Zfp956","Zfp956"
"Zfp777","Zfp777","Zfp777"
"Zfp746","Zfp746","Zfp746"
"Krba1","Krba1","Krba1"
"Zfp467","Zfp467","Zfp467"
"Sspo","Sspo","Sspo"
"Atp6v0e2","Atp6v0e2","Atp6v0e2"
"Lrrc61","Lrrc61","Lrrc61"
"Rarres2","Rarres2","Rarres2"
"Repin1","Repin1","Repin1"
