"input_gene","RNA_assay","SCT_assay"
"Nkx2-4","NKX2-4",NA
"Nkx2-2","NKX2-2","NKX2-2"
"Pax1","PAX1","PAX1"
"Sstr4","SSTR4","SSTR4"
"Thbd","THBD","THBD"
"Cd93","CD93","CD93"
"Nxt1","NXT1","NXT1"
"Gzf1","GZF1","GZF1"
"Napb","NAPB","NAPB"
"Syndig1","SYNDIG1","SYNDIG1"
"Cst7","CST7","CST7"
"Apmap","APMAP","APMAP"
"Acss1","ACSS1","ACSS1"
"Vsx1","VSX1","VSX1"
"Entpd6","ENTPD6","ENTPD6"
"Pygb","PYGB","PYGB"
"Abhd12","ABHD12","ABHD12"
"Gins1","GINS1","GINS1"
"Ninl","NINL","NINL"
"Nanp","NANP","NANP"
"Nsfl1c","NSFL1C","NSFL1C"
"Sdcbp2","SDCBP2","SDCBP2"
"Snph","SNPH","SNPH"
"Rad21l1","RAD21L1","RAD21L1"
"Tmem74b","TMEM74B","TMEM74B"
"Psmf1","PSMF1","PSMF1"
"Rspo4","RSPO4","RSPO4"
"Angpt4","ANGPT4","ANGPT4"
"Fam110a","FAM110A","FAM110A"
"Slc52a3","SLC52A3","SLC52A3"
"Scrt2","SCRT2","SCRT2"
"Srxn1","SRXN1","SRXN1"
"Tcf15","TCF15","TCF15"
"Tbc1d20","TBC1D20","TBC1D20"
"Rbck1","RBCK1","RBCK1"
"Nrsn2","NRSN2","NRSN2"
"Sox12","SOX12","SOX12"
"Zcchc3","ZCCHC3","ZCCHC3"
"LOC502684","C20orf96","C20orf96"
"Defb29","DEFB116","DEFB116"
"Defb36","DEFB123","DEFB123"
"Defb25","DEFB124","DEFB124"
"Rem1","REM1","REM1"
"Hm13","HM13","HM13"
"Id1","ID1","ID1"
"Cox4i2","COX4I2","COX4I2"
"Tpx2","TPX2","TPX2"
"Mylk2","MYLK2","MYLK2"
"Foxs1","FOXS1","FOXS1"
"Dusp15","DUSP15","DUSP15"
"Ttll9","TTLL9","TTLL9"
"Xkr7","XKR7","XKR7"
"Ccm2l","CCM2L","CCM2L"
"Hck","HCK","HCK"
"Tm9sf4","TM9SF4","TM9SF4"
"Plagl2","PLAGL2","PLAGL2"
"Pofut1","POFUT1","POFUT1"
"Kif3b","KIF3B","KIF3B"
"Asxl1","ASXL1","ASXL1"
"Nol4l","NOL4L","NOL4L"
"Commd7","COMMD7","COMMD7"
"Dnmt3b","DNMT3B","DNMT3B"
"Mapre1","MAPRE1","MAPRE1"
"Sun5","SUN5","SUN5"
"Bpifb1","BPIFB1","BPIFB1"
"Snta1","SNTA1","SNTA1"
"Cbfa2t2","CBFA2T2","CBFA2T2"
"RGD1561517","C20orf144","C20orf144"
"Actl10","ACTL10","ACTL10"
"Pxmp4","PXMP4","PXMP4"
"Zfp341","ZNF341","ZNF341"
"Raly","RALY","RALY"
"Eif2s2","EIF2S2","EIF2S2"
"Asip","ASIP","ASIP"
"Ahcy","AHCY","AHCY"
"Itch","ITCH","ITCH"
"Dynlrb1","DYNLRB1","DYNLRB1"
"Map1lc3a","MAP1LC3A","MAP1LC3A"
"Pigu","PIGU","PIGU"
"Tp53inp2","TP53INP2","TP53INP2"
"Ncoa6","NCOA6","NCOA6"
"Ggt7","GGT7","GGT7"
"Acss2","ACSS2","ACSS2"
"Gss","GSS","GSS"
"Myh7b","MYH7B","MYH7B"
"Trpc4ap","TRPC4AP","TRPC4AP"
"Edem2","EDEM2","EDEM2"
"Procr","PROCR","PROCR"
"Mmp24","MMP24","MMP24"
"Eif6","EIF6","EIF6"
"Fam83c","FAM83C",NA
"Uqcc1","UQCC1","UQCC1"
"Gdf5","GDF5","GDF5"
"Cep250","CEP250","CEP250"
"LOC102550306","C20orf173","C20orf173"
"Ergic3","ERGIC3","ERGIC3"
"Spag4","SPAG4","SPAG4"
"Nfs1","NFS1","NFS1"
"Romo1","ROMO1","ROMO1"
"Rbm39","RBM39","RBM39"
"Phf20","PHF20","PHF20"
"Scand1","SCAND1","SCAND1"
"Cnbd2","CNBD2","CNBD2"
"Epb41l1","EPB41L1","EPB41L1"
"Aar2","AAR2","AAR2"
"Dlgap4","DLGAP4","DLGAP4"
"Myl9","MYL9","MYL9"
"Tgif2","TGIF2","TGIF2"
"Rab5if","RAB5IF","RAB5IF"
"Sla2","SLA2","SLA2"
"Dsn1","DSN1","DSN1"
"Soga1","SOGA1","SOGA1"
"Tldc2","TLDC2","TLDC2"
"Samhd1","SAMHD1","SAMHD1"
"Rbl1","RBL1","RBL1"
"Mroh8","MROH8","MROH8"
"Rpn2","RPN2","RPN2"
"Ghrh","GHRH","GHRH"
"Manbal","MANBAL","MANBAL"
"Src","SRC","SRC"
"Blcap","BLCAP","BLCAP"
"Ctnnbl1","CTNNBL1","CTNNBL1"
"Vstm2l","VSTM2L","VSTM2L"
"Tti1","TTI1","TTI1"
"Rprd1b","RPRD1B","RPRD1B"
"Tgm2","TGM2","TGM2"
"Lbp","LBP","LBP"
"Ralgapb","RALGAPB","RALGAPB"
"Arhgap40","ARHGAP40","ARHGAP40"
"Slc32a1","SLC32A1","SLC32A1"
"Actr5","ACTR5","ACTR5"
"Ppp1r16b","PPP1R16B","PPP1R16B"
"Fam83d","FAM83D","FAM83D"
"Dhx35","DHX35","DHX35"
"Mafb","MAFB","MAFB"
"Top1","TOP1","TOP1"
"Plcg1","PLCG1","PLCG1"
"Zhx3","ZHX3","ZHX3"
"Lpin3","LPIN3","LPIN3"
"Emilin3","EMILIN3","EMILIN3"
"Chd6","CHD6","CHD6"
"Ptprt","PTPRT","PTPRT"
"Srsf6","SRSF6","SRSF6"
"L3mbtl1","L3MBTL1","L3MBTL1"
"Sgk2","SGK2","SGK2"
"Ift52","IFT52","IFT52"
"Mybl2","MYBL2","MYBL2"
"Tox2","TOX2","TOX2"
"Jph2","JPH2","JPH2"
"Oser1","OSER1","OSER1"
"Gdap1l1","GDAP1L1","GDAP1L1"
"Fitm2","FITM2","FITM2"
"R3hdml","R3HDML","R3HDML"
"Hnf4a","HNF4A","HNF4A"
"Ttpal","TTPAL","TTPAL"
"Serinc3","SERINC3","SERINC3"
"Pkig","PKIG","PKIG"
"Ada","ADA","ADA"
"Ccn5","CCN5","CCN5"
"Kcnk15","KCNK15","KCNK15"
"Rims4","RIMS4","RIMS4"
"Ywhab","YWHAB","YWHAB"
"Tomm34","TOMM34","TOMM34"
"Stk4","STK4","STK4"
"Kcns1","KCNS1","KCNS1"
"Wfdc12","WFDC12",NA
"Matn4","MATN4","MATN4"
"Rbpjl","RBPJL","RBPJL"
"Sdc4","SDC4","SDC4"
"Tp53tg5","TP53TG5",NA
"Pigt","PIGT","PIGT"
"Wfdc2","WFDC2","WFDC2"
"Spint3","SPINT3","SPINT3"
"Eppin","EPPIN","EPPIN"
"Wfdc10a","WFDC10A","WFDC10A"
"Wfdc3","WFDC3","WFDC3"
"Dnttip1","DNTTIP1","DNTTIP1"
"Ube2c","UBE2C","UBE2C"
"Tnnc2","TNNC2","TNNC2"
"Snx21","SNX21","SNX21"
"Acot8","ACOT8","ACOT8"
"Zswim3","ZSWIM3","ZSWIM3"
"Zswim1","ZSWIM1","ZSWIM1"
"Spata25","SPATA25","SPATA25"
"Neurl2","NEURL2","NEURL2"
"Ctsa","CTSA","CTSA"
"Pltp","PLTP","PLTP"
"Pcif1","PCIF1","PCIF1"
"Zfp335","ZNF335","ZNF335"
"Mmp9","MMP9","MMP9"
"Slc12a5","SLC12A5","SLC12A5"
"Ncoa5","NCOA5","NCOA5"
"Cd40","CD40","CD40"
"Cdh22","CDH22","CDH22"
"Slc35c2","SLC35C2","SLC35C2"
"Elmo2","ELMO2","ELMO2"
"Zfp334","ZNF334","ZNF334"
"Ocstamp","OCSTAMP","OCSTAMP"
"Slc13a3","SLC13A3","SLC13A3"
"Slc2a10","SLC2A10","SLC2A10"
"Eya2","EYA2","EYA2"
"Zmynd8","ZMYND8","ZMYND8"
"Ncoa3","NCOA3","NCOA3"
"Sulf2","SULF2","SULF2"
"Prex1","PREX1","PREX1"
"Arfgef2","ARFGEF2","ARFGEF2"
"Cse1l","CSE1L","CSE1L"
"Stau1","STAU1","STAU1"
"Ddx27","DDX27","DDX27"
"Znfx1","ZNFX1","ZNFX1"
"Kcnb1","KCNB1","KCNB1"
"Ptgis","PTGIS","PTGIS"
"B4galt5","B4GALT5","B4GALT5"
"Slc9a8","SLC9A8","SLC9A8"
"Spata2","SPATA2","SPATA2"
"Rnf114","RNF114","RNF114"
"Snai1","SNAI1","SNAI1"
"Peds1","PEDS1","PEDS1"
"Cebpb","CEBPB","CEBPB"
"Ptpn1","PTPN1","PTPN1"
"Ripor3","RIPOR3","RIPOR3"
"Pard6b","PARD6B","PARD6B"
"Adnp","ADNP","ADNP"
"Dpm1","DPM1","DPM1"
"Mocs3","MOCS3","MOCS3"
"Kcng1","KCNG1","KCNG1"
"Nfatc2","NFATC2","NFATC2"
"Atp9a","ATP9A","ATP9A"
"Tshz2","TSHZ2","TSHZ2"
"Zfp217","ZNF217","ZNF217"
"Bcas1","BCAS1","BCAS1"
"Pfdn4","PFDN4","PFDN4"
"Dok5","DOK5","DOK5"
"Cbln4","CBLN4","CBLN4"
"Mc3r","MC3R",NA
"Fam210b","FAM210B","FAM210B"
"Aurka","AURKA","AURKA"
"Cstf1","CSTF1","CSTF1"
"Cass4","CASS4","CASS4"
"Rtfdc1","RTF2","RTF2"
"Gcnt7","GCNT7",NA
"Tfap2c","TFAP2C","TFAP2C"
"Bmp7","BMP7","BMP7"
"Spo11","SPO11",NA
"Rae1","RAE1","RAE1"
"Rbm38","RBM38","RBM38"
"Zbp1","ZBP1","ZBP1"
"Pmepa1","PMEPA1","PMEPA1"
"Rab22a","RAB22A","RAB22A"
"Vapb","VAPB","VAPB"
"Stx16","STX16","STX16"
"Npepl1","NPEPL1","NPEPL1"
"Gnas","GNAS","GNAS"
"Nelfcd","NELFCD","NELFCD"
"Ctsz","CTSZ","CTSZ"
"Tubb1","TUBB1","TUBB1"
"Prelid3b","PRELID3B","PRELID3B"
"Zfp831","ZNF831","ZNF831"
"Edn3","EDN3","EDN3"
"Phactr3","PHACTR3","PHACTR3"
"Sycp2","SYCP2","SYCP2"
"Ppp1r3d","PPP1R3D","PPP1R3D"
"Fam217b","FAM217B","FAM217B"
"Cdh26","CDH26","CDH26"
"Cdh4","CDH4","CDH4"
"Taf4","TAF4","TAF4"
"Lsm14b","LSM14B","LSM14B"
"Psma7","PSMA7","PSMA7"
"Ss18l1","SS18L1","SS18L1"
"Mtg2","MTG2","MTG2"
"Hrh3","HRH3","HRH3"
"Osbpl2","OSBPL2","OSBPL2"
"Adrm1","ADRM1","ADRM1"
"Lama5","LAMA5","LAMA5"
"Cables2","CABLES2","CABLES2"
"Rbbp8nl","RBBP8NL",NA
"Slco4a1","SLCO4A1","SLCO4A1"
"Ntsr1","NTSR1","NTSR1"
"Mrgbp","MRGBP","MRGBP"
"Ogfr","OGFR","OGFR"
"Tcfl5","TCFL5","TCFL5"
"Dido1","DIDO1","DIDO1"
"Gid8","GID8","GID8"
"Slc17a9","SLC17A9","SLC17A9"
"Bhlhe23","BHLHE23","BHLHE23"
"Ythdf1","YTHDF1","YTHDF1"
"Birc7","BIRC7","BIRC7"
"Nkain4","NKAIN4","NKAIN4"
"Arfgap1","ARFGAP1","ARFGAP1"
"Chrna4","CHRNA4","CHRNA4"
"Ppdpf","PPDPF","PPDPF"
"Srms","SRMS","SRMS"
"Fndc11","FNDC11","FNDC11"
"Helz2","HELZ2","HELZ2"
"Gmeb2","GMEB2","GMEB2"
"Stmn3","STMN3","STMN3"
"Rtel1","RTEL1","RTEL1"
"Arfrp1","ARFRP1","ARFRP1"
"Zgpat","ZGPAT","ZGPAT"
"Lime1","LIME1","LIME1"
"Zbtb46","ZBTB46","ZBTB46"
"Dnajc5","DNAJC5","DNAJC5"
"Uckl1","UCKL1","UCKL1"
"Zfp512b","ZNF512B","ZNF512B"
"Samd10","SAMD10","SAMD10"
"Sox18","SOX18","SOX18"
"Tcea2","TCEA2","TCEA2"
"Rgs19","RGS19","RGS19"
"Lkaaear1","LKAAEAR1","LKAAEAR1"
"Oprl1","OPRL1","OPRL1"
"Myt1","MYT1","MYT1"
"Pcmtd2","PCMTD2","PCMTD2"
"Polr3k","POLR3K","POLR3K"
"Il6","IL6","IL6"
"Ube3c","UBE3C","UBE3C"
"Nom1","NOM1","NOM1"
"Lmbr1","LMBR1","LMBR1"
"Rnf32","RNF32","RNF32"
"Shh","SHH","SHH"
"Rbm33","RBM33","RBM33"
"Cnpy1","CNPY1","CNPY1"
"En2","EN2","EN2"
"Htr5a","HTR5A","HTR5A"
"Paxip1","PAXIP1","PAXIP1"
"Dpp6","DPP6","DPP6"
"Xrcc2","XRCC2","XRCC2"
"Kmt2c","KMT2C","KMT2C"
"Galnt11","GALNT11","GALNT11"
"Galntl5","GALNTL5","GALNTL5"
"Prkag2","PRKAG2","PRKAG2"
"Rheb","RHEB","RHEB"
"Crygn","CRYGN","CRYGN"
"Wdr86","WDR86","WDR86"
"Nub1","NUB1","NUB1"
"Smarcd3","SMARCD3","SMARCD3"
"Chpf2","CHPF2","CHPF2"
"Abcf2","ABCF2","ABCF2"
"Gbx1","GBX1",NA
"Agap3","AGAP3","AGAP3"
"Tmub1","TMUB1","TMUB1"
"Fastk","FASTK","FASTK"
"Slc4a2","SLC4A2","SLC4A2"
"Cdk5","CDK5","CDK5"
"Asic3","ASIC3","ASIC3"
"Abcb8","ABCB8","ABCB8"
"Atg9b","ATG9B","ATG9B"
"Nos3","NOS3","NOS3"
"Kcnh2","KCNH2","KCNH2"
"Nupl2","NUP42","NUP42"
"Klhl7","KLHL7","KLHL7"
"Tomm7","TOMM7","TOMM7"
"Rint1","RINT1","RINT1"
"Pus7","PUS7","PUS7"
"Srpk2","SRPK2","SRPK2"
"Kmt2e","KMT2E","KMT2E"
"LOC103692025","LHFPL3","LHFPL3"
"Orc5","ORC5","ORC5"
"Reln","RELN","RELN"
"Psmc2","PSMC2","PSMC2"
"Dnajc2","DNAJC2","DNAJC2"
"Pmpcb","PMPCB","PMPCB"
"Napepld","NAPEPLD","NAPEPLD"
"Armc10","ARMC10","ARMC10"
"Fbxl13","FBXL13","FBXL13"
"Lrrc17","LRRC17","LRRC17"
"Fam185a","FAM185A","FAM185A"
"Ccdc146","CCDC146","CCDC146"
"Fgl2","FGL2","FGL2"
"Gsap","GSAP","GSAP"
"Ptpn12","PTPN12","PTPN12"
"Rsbn1l","RSBN1L","RSBN1L"
"Tmem60","TMEM60","TMEM60"
"Phtf2","PHTF2","PHTF2"
"Magi2","MAGI2","MAGI2"
"Gnai1","GNAI1","GNAI1"
"Sema3c","SEMA3C","SEMA3C"
"Hgf","HGF","HGF"
"Cacna2d1","CACNA2D1","CACNA2D1"
"Pclo","PCLO","PCLO"
"Sema3e","SEMA3E","SEMA3E"
"Sema3a","SEMA3A","SEMA3A"
"Sema3d","SEMA3D","SEMA3D"
"Grm3","GRM3","GRM3"
"Elapor2","ELAPOR2","ELAPOR2"
"Dmtf1","DMTF1","DMTF1"
"Tmem243","TMEM243","TMEM243"
"Crot","CROT","CROT"
"Rundc3b","RUNDC3B","RUNDC3B"
"Slc25a40","SLC25A40","SLC25A40"
"Dbf4","DBF4","DBF4"
"Adam22","ADAM22","ADAM22"
"Sri","SRI","SRI"
"Steap4","STEAP4","STEAP4"
"Zfp804b","ZNF804B","ZNF804B"
"Steap2","STEAP2","STEAP2"
"Cfap69","CFAP69","CFAP69"
"Fam237b","FAM237B","FAM237B"
"Gtpbp10","GTPBP10","GTPBP10"
"Cldn12","CLDN12","CLDN12"
"Cdk14","CDK14","CDK14"
"Fzd1","FZD1","FZD1"
"Cyp51","CYP51A1","CYP51A1"
"Akap9","AKAP9","AKAP9"
"Mterf1","MTERF1","MTERF1"
"Lrrd1","LRRD1","LRRD1"
"Krit1","KRIT1","KRIT1"
"Ankib1","ANKIB1","ANKIB1"
"Gatad1","GATAD1","GATAD1"
"Pex1","PEX1","PEX1"
"Rbm48","RBM48","RBM48"
"Fam133b","FAM133B","FAM133B"
"Cdk6","CDK6","CDK6"
"Samd9","SAMD9","SAMD9"
"LOC120102230","SAMD9L","SAMD9L"
"Vps50","VPS50","VPS50"
"Calcr","CALCR","CALCR"
"Tfpi2","TFPI2","TFPI2"
"Gngt1","GNGT1","GNGT1"
"Gng11","GNG11","GNG11"
"Col1a2","COL1A2","COL1A2"
"Casd1","CASD1","CASD1"
"Sgce","SGCE","SGCE"
"Peg10","PEG10","PEG10"
"Ppp1r9a","PPP1R9A","PPP1R9A"
"Pon1","PON1","PON1"
"Pon3","PON3","PON3"
"Pon2","PON2","PON2"
"Pdk4","PDK4","PDK4"
"Dync1i1","DYNC1I1","DYNC1I1"
"Slc25a13","SLC25A13","SLC25A13"
"Sem1","SEM1","SEM1"
"Dlx6","DLX6","DLX6"
"Dlx5","DLX5","DLX5"
"Sdhaf3","SDHAF3","SDHAF3"
"Asns","ASNS","ASNS"
"C1galt1","C1GALT1","C1GALT1"
"Col28a1","COL28A1","COL28A1"
"Mios","MIOS","MIOS"
"Glcci1","GLCCI1","GLCCI1"
"Ica1","ICA1","ICA1"
"Nxph1","NXPH1","NXPH1"
"Ndufa4","NDUFA4","NDUFA4"
"Phf14","PHF14","PHF14"
"Thsd7a","THSD7A","THSD7A"
"Tmem106b","TMEM106B","TMEM106B"
"Tmem168","TMEM168","TMEM168"
"Bmt2","BMT2","BMT2"
"Gpr85","GPR85","GPR85"
"Ppp1r3a","PPP1R3A","PPP1R3A"
"Foxp2","FOXP2","FOXP2"
"Mdfic","MDFIC","MDFIC"
"Tfec","TFEC","TFEC"
"Tes","TES","TES"
"Cav2","CAV2","CAV2"
"Cav1","CAV1","CAV1"
"Met","MET","MET"
"Capza2","CAPZA2","CAPZA2"
"ST7","ST7","ST7"
"Wnt2","WNT2","WNT2"
"Cftr","CFTR","CFTR"
"Cttnbp2","CTTNBP2","CTTNBP2"
"Lsm8","LSM8","LSM8"
"Kcnd2","KCND2","KCND2"
"Tspan12","TSPAN12","TSPAN12"
"Ing3","ING3","ING3"
"Cped1","CPED1","CPED1"
"Wnt16","WNT16","WNT16"
"Fam3c","FAM3C","FAM3C"
"Ptprz1","PTPRZ1","PTPRZ1"
"Aass","AASS","AASS"
"Fezf1","FEZF1",NA
"Cadps2","CADPS2","CADPS2"
"Slc13a1","SLC13A1",NA
"Iqub","IQUB","IQUB"
"Ndufa5","NDUFA5","NDUFA5"
"Asb15","ASB15","ASB15"
"Lmod2","LMOD2","LMOD2"
"Wasl","WASL","WASL"
"Tmem229a","TMEM229A","TMEM229A"
"Gpr37","GPR37","GPR37"
"Grm8","GRM8","GRM8"
"Zfp800","ZNF800","ZNF800"
"Gcc1","GCC1","GCC1"
"Fscn3","FSCN3","FSCN3"
"Pax4","PAX4","PAX4"
"Snd1","SND1","SND1"
"Lrrc4","LRRC4","LRRC4"
"Rbm28","RBM28","RBM28"
"Prrt4","PRRT4","PRRT4"
"Impdh1","IMPDH1","IMPDH1"
"Calu","CALU","CALU"
"Opn1sw","OPN1SW",NA
"Ccdc136","CCDC136","CCDC136"
"Flnc","FLNC","FLNC"
"Atp6v1fnb","SPMIP1","SPMIP1"
"Kcp","KCP","KCP"
"Irf5","IRF5","IRF5"
"Tnpo3","TNPO3","TNPO3"
"Tspan33","TSPAN33","TSPAN33"
"Smo","SMO","SMO"
"Ahcyl2","AHCYL2","AHCYL2"
"Strip2","STRIP2","STRIP2"
"Smkr1","SMKR1","SMKR1"
"Nrf1","NRF1","NRF1"
"Ube2h","UBE2H","UBE2H"
"Zc3hc1","ZC3HC1","ZC3HC1"
"Klhdc10","KLHDC10","KLHDC10"
"Tmem209","TMEM209","TMEM209"
"Ssmem1","SSMEM1","SSMEM1"
"Cpa2","CPA2","CPA2"
"Cpa4","CPA4","CPA4"
"Cpa5","CPA5","CPA5"
"Cpa1","CPA1",NA
"Cep41","CEP41","CEP41"
"Mest","MEST","MEST"
"Copg2","COPG2","COPG2"
"Klf14","KLF14","KLF14"
"Mkln1","MKLN1","MKLN1"
"Podxl","PODXL","PODXL"
"Plxna4","PLXNA4","PLXNA4"
"Chchd3","CHCHD3","CHCHD3"
"Exoc4","EXOC4","EXOC4"
"Lrguk","LRGUK","LRGUK"
"Slc35b4","SLC35B4","SLC35B4"
"Akr1b1","AKR1B1","AKR1B1"
"Bpgm","BPGM","BPGM"
"Cald1","CALD1","CALD1"
"Agbl3","AGBL3","AGBL3"
"Tmem140","TMEM140","TMEM140"
"Cyren","CYREN","CYREN"
"Wdr91","WDR91","WDR91"
"Stra8","STRA8","STRA8"
"Cnot4","CNOT4","CNOT4"
"Nup205","NUP205","NUP205"
"Slc13a4","SLC13A4","SLC13A4"
"Fam180a","FAM180A","FAM180A"
"Mtpn","MTPN","MTPN"
"Chrm2","CHRM2","CHRM2"
"Ptn","PTN","PTN"
"Dgki","DGKI","DGKI"
"Creb3l2","CREB3L2","CREB3L2"
"Trim24","TRIM24","TRIM24"
"Svopl","SVOPL","SVOPL"
"Atp6v0a4","ATP6V0A4","ATP6V0A4"
"RGD1306271","KIAA1549","KIAA1549"
"Zc3hav1l","ZC3HAV1L","ZC3HAV1L"
"Zc3hav1","ZC3HAV1","ZC3HAV1"
"Ttc26","IFT56","IFT56"
"Ubn2","UBN2","UBN2"
"Fmc1","FMC1","FMC1"
"Luc7l2","LUC7L2","LUC7L2"
"Klrg2","KLRG2","KLRG2"
"Clec2l","CLEC2L","CLEC2L"
"Tbxas1","TBXAS1","TBXAS1"
"Parp12","PARP12","PARP12"
"Kdm7a","KDM7A","KDM7A"
"Rab19","RAB19","RAB19"
"Mkrn1","MKRN1","MKRN1"
"Dennd2a","DENND2A","DENND2A"
"Braf","BRAF","BRAF"
"Mrps33","MRPS33","MRPS33"
"Tmem178b","TMEM178B","TMEM178B"
"Agk","AGK","AGK"
"Dennd11","DENND11","DENND11"
"Wee2","WEE2",NA
"Ssbp1","SSBP1","SSBP1"
"Tas2r137","TAS2R3","TAS2R3"
"Clec5a","CLEC5A","CLEC5A"
"Ephb6","EPHB6","EPHB6"
"Trpv6","TRPV6","TRPV6"
"Llcfc1","LLCFC1",NA
"Kel","KEL","KEL"
"Gstk1","GSTK1","GSTK1"
"Casp2","CASP2","CASP2"
"Clcn1","CLCN1","CLCN1"
"Fam131b","FAM131B","FAM131B"
"Zyx","ZYX","ZYX"
"Epha1","EPHA1","EPHA1"
"Tcaf1","TCAF1","TCAF1"
"Arhgef5","ARHGEF5","ARHGEF5"
"Tpk1","TPK1","TPK1"
"Cntnap2","CNTNAP2","CNTNAP2"
"Cul1","CUL1","CUL1"
"Ezh2","EZH2","EZH2"
"Pdia4","PDIA4","PDIA4"
"Zfp786","ZNF786","ZNF786"
"Zfp398","ZNF398","ZNF398"
"Zfp282","ZNF282","ZNF282"
"Zfp212","ZNF212","ZNF212"
"Zfp777","ZNF777","ZNF777"
"Zfp746","ZNF746","ZNF746"
"Krba1","KRBA1","KRBA1"
"Zfp467","ZNF467","ZNF467"
"Zfp862","ZNF862","ZNF862"
"Atp6v0e2","ATP6V0E2","ATP6V0E2"
"Lrrc61","LRRC61","LRRC61"
"Rarres2","RARRES2","RARRES2"
"Repin1","REPIN1","REPIN1"
"Gimap8","GIMAP8","GIMAP8"
"Gimap4","GIMAP4","GIMAP4"
"Gimap6","GIMAP6","GIMAP6"
"Gimap7","GIMAP7","GIMAP7"
"Gimap1","GIMAP1","GIMAP1"
"Gimap5","GIMAP5","GIMAP5"
"Tmem176b","TMEM176B","TMEM176B"
"Tmem176a","TMEM176A","TMEM176A"
"Gpnmb","GPNMB","GPNMB"
"Malsu1","MALSU1","MALSU1"
"Igf2bp3","IGF2BP3","IGF2BP3"
"Tra2a","TRA2A","TRA2A"
"Ccdc126","CCDC126","CCDC126"
"LOC100910678","TMA7","TMA7"
"Fam221a","FAM221A","FAM221A"
"Npy","NPY","NPY"
"Gsdme","GSDME","GSDME"
"Osbpl3","OSBPL3","OSBPL3"
"LOC500124","SPMIP4","SPMIP4"
"Npvf","NPVF",NA
"Nfe2l3","NFE2L3","NFE2L3"
"Hnrnpa2b1","HNRNPA2B1","HNRNPA2B1"
"Snx10","SNX10","SNX10"
"Skap2","SKAP2","SKAP2"
"Evx1","EVX1",NA
"Hibadh","HIBADH","HIBADH"
"Tax1bp1","TAX1BP1","TAX1BP1"
"Jazf1","JAZF1","JAZF1"
"Creb5","CREB5","CREB5"
"Tril","TRIL","TRIL"
"Cpvl","CPVL","CPVL"
"Chn2","CHN2","CHN2"
"Prr15","PRR15","PRR15"
"Wipf3","WIPF3","WIPF3"
"Scrn1","SCRN1","SCRN1"
"Fkbp14","FKBP14","FKBP14"
"Plekha8","PLEKHA8","PLEKHA8"
"Mturn","MTURN","MTURN"
"Znrf2","ZNRF2","ZNRF2"
"Nod1","NOD1","NOD1"
"Ggct","GGCT","GGCT"
"Crhr2","CRHR2","CRHR2"
"Inmt","INMT","INMT"
"Mindy4","MINDY4","MINDY4"
"Aqp1","AQP1","AQP1"
"Ghrhr","GHRHR","GHRHR"
"Adcyap1r1","ADCYAP1R1","ADCYAP1R1"
"Neurod6","NEUROD6","NEUROD6"
"Itprid1","ITPRID1","ITPRID1"
"Ppp1r17","PPP1R17","PPP1R17"
"Pde1c","PDE1C","PDE1C"
"Avl9","AVL9","AVL9"
"Kbtbd2","KBTBD2","KBTBD2"
"Fkbp9","FKBP9","FKBP9"
"Nt5c3a","NT5C3A","NT5C3A"
"Vopp1","VOPP1","VOPP1"
"Lancl2","LANCL2","LANCL2"
"Pyurf","PYURF","PYURF"
"Herc6","HERC6","HERC6"
"Ppm1k","PPM1K","PPM1K"
"Herc3","HERC3","HERC3"
"Nap1l5","NAP1L5","NAP1L5"
"Fam13a","FAM13A","FAM13A"
"Tigd2","TIGD2","TIGD2"
"Gprin3","GPRIN3","GPRIN3"
"Snca","SNCA","SNCA"
"Mmrn1","MMRN1","MMRN1"
"Ccser1","CCSER1","CCSER1"
"Grid2","GRID2","GRID2"
"Atoh1","ATOH1",NA
"Smarcad1","SMARCAD1","SMARCAD1"
"Hpgds","HPGDS","HPGDS"
"Ndnf","NDNF","NDNF"
"Prdm5","PRDM5","PRDM5"
"Mad2l1","MAD2L1","MAD2L1"
"Gng12","GNG12","GNG12"
"Gadd45a","GADD45A","GADD45A"
"Serbp1","SERBP1","SERBP1"
"Il12rb2","IL12RB2","IL12RB2"
"Il23r","IL23R","IL23R"
"Tacstd2","TACSTD2","TACSTD2"
"Rpia","RPIA","RPIA"
"Eif2ak3","EIF2AK3","EIF2AK3"
"Thnsl2","THNSL2","THNSL2"
"Smyd1","SMYD1","SMYD1"
"Krcc1","KRCC1","KRCC1"
"Cd8a","CD8A","CD8A"
"Rmnd5a","RMND5A","RMND5A"
"Rnf103","RNF103","RNF103"
"Chmp3","CHMP3","CHMP3"
"Kdm3a","KDM3A","KDM3A"
"Reep1","REEP1","REEP1"
"Mrpl35","MRPL35","MRPL35"
"Immt","IMMT","IMMT"
"Ptcd3","PTCD3","PTCD3"
"Polr1a","POLR1A","POLR1A"
"St3gal5","ST3GAL5","ST3GAL5"
"Atoh8","ATOH8","ATOH8"
"Usp39","USP39","USP39"
"LOC691113","C2orf68","C2orf68"
"Tmem150a","TMEM150A","TMEM150A"
"Rnf181","RNF181","RNF181"
"Vamp5","VAMP5","VAMP5"
"Vamp8","VAMP8","VAMP8"
"Ggcx","GGCX","GGCX"
"Sh2d6","SH2D6","SH2D6"
"Capg","CAPG","CAPG"
"Elmod3","ELMOD3","ELMOD3"
"Retsat","RETSAT","RETSAT"
"Tgoln2","TGOLN2","TGOLN2"
"Tcf7l1","TCF7L1","TCF7L1"
